# AIPerf Server Metrics Export (CSV)
# aiperf_version: 0.12.0
# schema_version: 1.0
# benchmark_id: 2d1dcca81b77
# Note: Same benchmark_id and version appear in JSON and Parquet exports
#
Endpoint,Type,Metric,Unit,avg,min,max,std,p1,p5,p10,p25,p50,p75,p90,p95,p99,engine,model_name,reason,sleep_state,Description
127.0.0.1:8106,gauge,process_max_fds,,524288.0000,524288.0000,524288.0000,0.0000,524288.0000,524288.0000,524288.0000,524288.0000,524288.0000,524288.0000,524288.0000,524288.0000,524288.0000,,,,,Maximum number of open file descriptors.
127.0.0.1:8106,gauge,process_open_fds,,76.0000,76.0000,76.0000,0.0000,76.0000,76.0000,76.0000,76.0000,76.0000,76.0000,76.0000,76.0000,76.0000,,,,,Number of open file descriptors.
127.0.0.1:8106,gauge,process_resident_memory_bytes,bytes,1985730191.2031,1985527808.0000,1987231744.0000,552320.4402,1985527808.0000,1985527808.0000,1985527808.0000,1985527808.0000,1985527808.0000,1985527808.0000,1987231744.0000,1987231744.0000,1987231744.0000,,,,,Resident memory size in bytes.
127.0.0.1:8106,gauge,process_start_time_seconds,seconds,1789983797.9200,1789983797.9200,1789983797.9200,0.0000,1789983797.9200,1789983797.9200,1789983797.9200,1789983797.9200,1789983797.9200,1789983797.9200,1789983797.9200,1789983797.9200,1789983797.9200,,,,,Start time of the process since unix epoch in seconds.
127.0.0.1:8106,gauge,process_virtual_memory_bytes,bytes,54093977497.9923,54093975552.0000,54093991936.0000,5310.7735,54093975552.0000,54093975552.0000,54093975552.0000,54093975552.0000,54093975552.0000,54093975552.0000,54093991936.0000,54093991936.0000,54093991936.0000,,,,,Virtual memory size in bytes.
127.0.0.1:8106,gauge,vllm:kv_cache_usage_perc,ratio,0.0009,0.0000,0.0010,0.0002,0.0000,0.0010,0.0010,0.0010,0.0010,0.0010,0.0010,0.0010,0.0010,0,qwen,,,KV-cache usage. 1 means 100 percent usage.
127.0.0.1:8106,gauge,vllm:num_requests_running,requests,0.9579,0.0000,1.0000,0.2013,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0,qwen,,,Number of requests in model execution batches.
127.0.0.1:8106,gauge,vllm:num_requests_waiting,requests,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,qwen,,,Number of requests waiting to be processed.
127.0.0.1:8106,gauge,vllm:engine_sleep_state,,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0,qwen,,awake,Engine sleep state; awake = 0 means engine is sleeping; awake = 1 means engine is awake; weights_offloaded = 1 means sleep level 1; discard_all = 1 means sleep level 2.
127.0.0.1:8106,gauge,vllm:engine_sleep_state,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,qwen,,discard_all,Engine sleep state; awake = 0 means engine is sleeping; awake = 1 means engine is awake; weights_offloaded = 1 means sleep level 1; discard_all = 1 means sleep level 2.
