arm,concurrency,run,completed,output_throughput,median_tpot_ms,interactivity_tok_s_user,p99_tpot_ms,median_ttft_ms,spec_decode_acceptance_length,spec_decode_draft_tokens,spec_decode_num_drafts,result_path
fixed_k1,128,0,256,6930.15423363507,14.675060648641,68.14281889135539,17.268903675318235,227.6676967740059,1.622178030064652,238353,238353,/home/tomasruizt/code/vllm-scripts/experiments/adaptive_k/results/qwen3_32b_fp8_tp2_complete/SERVE--fixed_k1-BENCH--c128/run=0.json
fixed_k1,128,1,256,6868.83222857256,14.70261431612016,68.01511476116092,17.103147074273753,169.6114162914455,1.617107925906994,238673,238673,/home/tomasruizt/code/vllm-scripts/experiments/adaptive_k/results/qwen3_32b_fp8_tp2_complete/SERVE--fixed_k1-BENCH--c128/run=1.json
fixed_k1,128,2,256,6864.261172783095,14.744797528220545,67.82053114571886,17.2223066599922,192.19354959204793,1.6182938679486525,234636,234636,/home/tomasruizt/code/vllm-scripts/experiments/adaptive_k/results/qwen3_32b_fp8_tp2_complete/SERVE--fixed_k1-BENCH--c128/run=2.json
fixed_k2,1,0,16,196.7072159270444,5.005369718133326,199.78544169818773,5.944829524662781,28.23590161278844,1.9511485897063099,27512,13756,/home/tomasruizt/code/vllm-scripts/experiments/adaptive_k/results/qwen3_32b_fp8_tp2_complete/SERVE--fixed_k2-BENCH--c1/run=0.json
fixed_k2,1,1,16,200.2891012184769,4.901634051287514,204.0135982279888,5.801958254868896,26.239824946969748,1.9817283563362609,25504,12752,/home/tomasruizt/code/vllm-scripts/experiments/adaptive_k/results/qwen3_32b_fp8_tp2_complete/SERVE--fixed_k2-BENCH--c1/run=1.json
fixed_k2,1,2,16,200.0291325578048,4.933857650241554,202.6811616567498,5.825815017399071,25.562990456819534,1.979393468118196,25720,12860,/home/tomasruizt/code/vllm-scripts/experiments/adaptive_k/results/qwen3_32b_fp8_tp2_complete/SERVE--fixed_k2-BENCH--c1/run=2.json
fixed_k2,8,0,48,1279.1418373183474,5.630930579896997,177.59053957619423,6.84859432250862,45.09634617716074,1.936782381887117,74378,37189,/home/tomasruizt/code/vllm-scripts/experiments/adaptive_k/results/qwen3_32b_fp8_tp2_complete/SERVE--fixed_k2-BENCH--c8/run=0.json
fixed_k2,8,1,48,1305.8063941746655,5.605823211938089,178.3859323052523,6.787870015343311,45.19330011680722,1.9266568483063329,74690,37345,/home/tomasruizt/code/vllm-scripts/experiments/adaptive_k/results/qwen3_32b_fp8_tp2_complete/SERVE--fixed_k2-BENCH--c8/run=1.json
fixed_k2,8,2,48,1280.368194023351,5.589977158374563,178.8916075447394,6.894943037940354,44.04169088229537,1.946458146669925,73662,36831,/home/tomasruizt/code/vllm-scripts/experiments/adaptive_k/results/qwen3_32b_fp8_tp2_complete/SERVE--fixed_k2-BENCH--c8/run=2.json
fixed_k2,16,0,64,2092.548915868328,6.533780043380932,153.05075979915384,7.720909416123447,59.02613187208772,1.9391205873164636,102432,51216,/home/tomasruizt/code/vllm-scripts/experiments/adaptive_k/results/qwen3_32b_fp8_tp2_complete/SERVE--fixed_k2-BENCH--c16/run=0.json
