# AIPerf Server Metrics Export (CSV)
# aiperf_version: 0.12.0
# schema_version: 1.0
# benchmark_id: d50e955f06db
# Note: Same benchmark_id and version appear in JSON and Parquet exports
#
Endpoint,Type,Metric,Unit,avg,min,max,std,p1,p5,p10,p25,p50,p75,p90,p95,p99,engine,model_name,reason,sleep_state,Description
127.0.0.1:8100,gauge,process_max_fds,,524288.0000,524288.0000,524288.0000,0.0000,524288.0000,524288.0000,524288.0000,524288.0000,524288.0000,524288.0000,524288.0000,524288.0000,524288.0000,,,,,Maximum number of open file descriptors.
127.0.0.1:8100,gauge,process_open_fds,,76.0000,76.0000,76.0000,0.0000,76.0000,76.0000,76.0000,76.0000,76.0000,76.0000,76.0000,76.0000,76.0000,,,,,Number of open file descriptors.
127.0.0.1:8100,gauge,process_resident_memory_bytes,bytes,1988382720.0000,1988382720.0000,1988382720.0000,0.0000,1988382720.0000,1988382720.0000,1988382720.0000,1988382720.0000,1988382720.0000,1988382720.0000,1988382720.0000,1988382720.0000,1988382720.0000,,,,,Resident memory size in bytes.
127.0.0.1:8100,gauge,process_start_time_seconds,seconds,1789982767.3800,1789982767.3800,1789982767.3800,0.0000,1789982767.3800,1789982767.3800,1789982767.3800,1789982767.3800,1789982767.3800,1789982767.3800,1789982767.3800,1789982767.3800,1789982767.3800,,,,,Start time of the process since unix epoch in seconds.
127.0.0.1:8100,gauge,process_virtual_memory_bytes,bytes,54082881903.5897,54082875392.0000,54082891776.0000,8069.6937,54082875392.0000,54082875392.0000,54082875392.0000,54082875392.0000,54082875392.0000,54082891776.0000,54082891776.0000,54082891776.0000,54082891776.0000,,,,,Virtual memory size in bytes.
127.0.0.1:8100,gauge,vllm:kv_cache_usage_perc,ratio,0.0009,0.0000,0.0010,0.0002,0.0000,0.0010,0.0010,0.0010,0.0010,0.0010,0.0010,0.0010,0.0010,0,qwen,,,KV-cache usage. 1 means 100 percent usage.
127.0.0.1:8100,gauge,vllm:num_requests_running,requests,0.9615,0.0000,1.0000,0.1936,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0,qwen,,,Number of requests in model execution batches.
127.0.0.1:8100,gauge,vllm:num_requests_waiting,requests,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,qwen,,,Number of requests waiting to be processed.
127.0.0.1:8100,gauge,vllm:engine_sleep_state,,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0,qwen,,awake,Engine sleep state; awake = 0 means engine is sleeping; awake = 1 means engine is awake; weights_offloaded = 1 means sleep level 1; discard_all = 1 means sleep level 2.
127.0.0.1:8100,gauge,vllm:engine_sleep_state,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,qwen,,discard_all,Engine sleep state; awake = 0 means engine is sleeping; awake = 1 means engine is awake; weights_offloaded = 1 means sleep level 1; discard_all = 1 means sleep level 2.
127.0.0.1:8100,gauge,vllm:engine_sleep_state,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,qwen,,weights_offloaded,Engine sleep state; awake = 0 means engine is sleeping; awake = 1 means engine is awake; weights_offloaded = 1 means sleep level 1; discard_all = 1 means sleep level 2.
127.0.0.1:8100,gauge,vllm:num_requests_waiting_by_reason,requests,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,qwen,capacity,,"Number of waiting requests by reason. Reason labels: 'capacity' = waiting for scheduling capacity; 'deferred' = deferred by transient constraints (LoRA budget, KV transfer, blocked status). Sum of all reasons equals vllm:num_requests_waiting."
127.0.0.1:8100,gauge,vllm:num_requests_waiting_by_reason,requests,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,qwen,deferred,,"Number of waiting requests by reason. Reason labels: 'capacity' = waiting for scheduling capacity; 'deferred' = deferred by transient constraints (LoRA budget, KV transfer, blocked status). Sum of all reasons equals vllm:num_requests_waiting."

Endpoint,Type,Metric,Unit,total,rate,rate_avg,rate_min,rate_max,rate_std,engine,finished_reason,mode,model_name,outcome,request_type,source,generation,handler,method,status,Description
127.0.0.1:8100,counter,process_cpu_seconds,seconds,1.7000,0.0680,,,,,,,,,,,,,,,,Total user and system CPU time spent in seconds.
127.0.0.1:8100,counter,http_requests,requests,30.0000,1.1994,,,,,,,,,,,,,/v1/chat/completions,POST,2xx,"Total number of requests by method, status and handler."
127.0.0.1:8100,counter,python_gc_collections,,5.0000,0.1999,,,,,,,,,,,,0,,,,Number of times this generation was collected
127.0.0.1:8100,counter,python_gc_collections,,1.0000,0.0400,,,,,,,,,,,,1,,,,Number of times this generation was collected
127.0.0.1:8100,counter,python_gc_collections,,0.0000,0.0000,,,,,,,,,,,,2,,,,Number of times this generation was collected
127.0.0.1:8100,counter,python_gc_objects_collected,,773.0000,30.9036,,,,,,,,,,,,0,,,,Objects collected during gc
127.0.0.1:8100,counter,python_gc_objects_collected,,179.0000,7.1562,,,,,,,,,,,,1,,,,Objects collected during gc
127.0.0.1:8100,counter,python_gc_objects_collected,,0.0000,0.0000,,,,,,,,,,,,2,,,,Objects collected during gc
127.0.0.1:8100,counter,python_gc_objects_uncollectable,,0.0000,0.0000,,,,,,,,,,,,0,,,,Uncollectable objects found during GC
