# AIPerf Server Metrics Export (CSV)
# aiperf_version: 0.12.0
# schema_version: 1.0
# benchmark_id: 98f8d08efbd6
# Note: Same benchmark_id and version appear in JSON and Parquet exports
#
Endpoint,Type,Metric,Unit,avg,min,max,std,p1,p5,p10,p25,p50,p75,p90,p95,p99,engine,model_name,reason,sleep_state,Description
127.0.0.1:8101,gauge,process_max_fds,,524288.0000,524288.0000,524288.0000,0.0000,524288.0000,524288.0000,524288.0000,524288.0000,524288.0000,524288.0000,524288.0000,524288.0000,524288.0000,,,,,Maximum number of open file descriptors.
127.0.0.1:8101,gauge,process_open_fds,,77.0021,77.0000,78.0000,0.0454,77.0000,77.0000,77.0000,77.0000,77.0000,77.0000,77.0000,77.0000,77.0000,,,,,Number of open file descriptors.
127.0.0.1:8101,gauge,process_resident_memory_bytes,bytes,1972498432.0000,1972498432.0000,1972498432.0000,0.0000,1972498432.0000,1972498432.0000,1972498432.0000,1972498432.0000,1972498432.0000,1972498432.0000,1972498432.0000,1972498432.0000,1972498432.0000,,,,,Resident memory size in bytes.
127.0.0.1:8101,gauge,process_start_time_seconds,seconds,1789740916.4700,1789740916.4700,1789740916.4700,0.0000,1789740916.4700,1789740916.4700,1789740916.4700,1789740916.4700,1789740916.4700,1789740916.4700,1789740916.4700,1789740916.4700,1789740916.4700,,,,,Start time of the process since unix epoch in seconds.
127.0.0.1:8101,gauge,process_virtual_memory_bytes,bytes,54089806902.7819,54089805824.0000,54089822208.0000,4067.5589,54089805824.0000,54089805824.0000,54089805824.0000,54089805824.0000,54089805824.0000,54089805824.0000,54089805824.0000,54089822208.0000,54089822208.0000,,,,,Virtual memory size in bytes.
127.0.0.1:8101,gauge,vllm:kv_cache_usage_perc,ratio,0.0668,0.0000,0.0757,0.0244,0.0000,0.0000,0.0000,0.0757,0.0757,0.0757,0.0757,0.0757,0.0757,0,qwen,,,KV-cache usage. 1 means 100 percent usage.
127.0.0.1:8101,gauge,vllm:num_requests_running,requests,0.8827,0.0000,1.0000,0.3221,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0,qwen,,,Number of requests in model execution batches.
127.0.0.1:8101,gauge,vllm:num_requests_waiting,requests,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,qwen,,,Number of requests waiting to be processed.
127.0.0.1:8101,gauge,vllm:engine_sleep_state,,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0,qwen,,awake,Engine sleep state; awake = 0 means engine is sleeping; awake = 1 means engine is awake; weights_offloaded = 1 means sleep level 1; discard_all = 1 means sleep level 2.
127.0.0.1:8101,gauge,vllm:engine_sleep_state,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,qwen,,discard_all,Engine sleep state; awake = 0 means engine is sleeping; awake = 1 means engine is awake; weights_offloaded = 1 means sleep level 1; discard_all = 1 means sleep level 2.
127.0.0.1:8101,gauge,vllm:engine_sleep_state,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,qwen,,weights_offloaded,Engine sleep state; awake = 0 means engine is sleeping; awake = 1 means engine is awake; weights_offloaded = 1 means sleep level 1; discard_all = 1 means sleep level 2.
127.0.0.1:8101,gauge,vllm:num_requests_waiting_by_reason,requests,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,qwen,capacity,,"Number of waiting requests by reason. Reason labels: 'capacity' = waiting for scheduling capacity; 'deferred' = deferred by transient constraints (LoRA budget, KV transfer, blocked status). Sum of all reasons equals vllm:num_requests_waiting."
127.0.0.1:8101,gauge,vllm:num_requests_waiting_by_reason,requests,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,qwen,deferred,,"Number of waiting requests by reason. Reason labels: 'capacity' = waiting for scheduling capacity; 'deferred' = deferred by transient constraints (LoRA budget, KV transfer, blocked status). Sum of all reasons equals vllm:num_requests_waiting."

Endpoint,Type,Metric,Unit,total,rate,rate_avg,rate_min,rate_max,rate_std,engine,finished_reason,model_name,position,source,generation,handler,method,status,Description
127.0.0.1:8101,counter,process_cpu_seconds,seconds,5.3900,0.0335,,,,,,,,,,,,,,Total user and system CPU time spent in seconds.
127.0.0.1:8101,counter,http_requests,requests,200.0000,1.2428,,,,,,,,,,,/v1/chat/completions,POST,2xx,"Total number of requests by method, status and handler."
127.0.0.1:8101,counter,python_gc_collections,,36.0000,0.2237,,,,,,,,,,0,,,,Number of times this generation was collected
127.0.0.1:8101,counter,python_gc_collections,,4.0000,0.0249,,,,,,,,,,1,,,,Number of times this generation was collected
127.0.0.1:8101,counter,python_gc_collections,,0.0000,0.0000,,,,,,,,,,2,,,,Number of times this generation was collected
127.0.0.1:8101,counter,python_gc_objects_collected,,5295.0000,32.9032,,,,,,,,,,0,,,,Objects collected during gc
127.0.0.1:8101,counter,python_gc_objects_collected,,558.0000,3.4674,,,,,,,,,,1,,,,Objects collected during gc
127.0.0.1:8101,counter,python_gc_objects_collected,,0.0000,0.0000,,,,,,,,,,2,,,,Objects collected during gc
127.0.0.1:8101,counter,python_gc_objects_uncollectable,,0.0000,0.0000,,,,,,,,,,0,,,,Uncollectable objects found during GC
127.0.0.1:8101,counter,python_gc_objects_uncollectable,,0.0000,0.0000,,,,,,,,,,1,,,,Uncollectable objects found during GC
127.0.0.1:8101,counter,python_gc_objects_uncollectable,,0.0000,0.0000,,,,,,,,,,2,,,,Uncollectable objects found during GC
127.0.0.1:8101,counter,vllm:estimated_flops_per_gpu,,0.0000,0.0000,,,,,0,,qwen,,,,,,,Estimated number of floating point operations per GPU (for Model Flops Utilization calculations).
127.0.0.1:8101,counter,vllm:estimated_read_bytes_per_gpu,,0.0000,0.0000,,,,,0,,qwen,,,,,,,Estimated number of bytes read from memory per GPU (for Model Flops Utilization calculations).
127.0.0.1:8101,counter,vllm:estimated_write_bytes_per_gpu,,0.0000,0.0000,,,,,0,,qwen,,,,,,,Estimated number of bytes written to memory per GPU (for Model Flops Utilization calculations).
127.0.0.1:8101,counter,vllm:external_prefix_cache_hits,,0.0000,0.0000,,,,,0,,qwen,,,,,,,"External prefix cache hits from KV connector cross-instance cache sharing, in terms of number of cached tokens."
127.0.0.1:8101,counter,vllm:external_prefix_cache_queries,,0.0000,0.0000,,,,,0,,qwen,,,,,,,"External prefix cache queries from KV connector cross-instance cache sharing, in terms of number of queried tokens."
127.0.0.1:8101,counter,vllm:generation_tokens,tokens,51200.0000,318.1579,,,,,0,,qwen,,,,,,,Number of generation tokens processed.
127.0.0.1:8101,counter,vllm:mm_cache_hits,,0.0000,0.0000,,,,,0,,qwen,,,,,,,"Multi-modal cache hits, in terms of number of cached items."
127.0.0.1:8101,counter,vllm:mm_cache_queries,,0.0000,0.0000,,,,,0,,qwen,,,,,,,"Multi-modal cache queries, in terms of number of queried items."
127.0.0.1:8101,counter,vllm:num_preemptions,,0.0000,0.0000,,,,,0,,qwen,,,,,,,Cumulative number of preemption from the engine.
127.0.0.1:8101,counter,vllm:prefix_cache_hits,,0.0000,0.0000,,,,,0,,qwen,,,,,,,"Prefix cache hits, in terms of number of cached tokens."
127.0.0.1:8101,counter,vllm:prefix_cache_queries,,15188.0000,94.3786,,,,,0,,qwen,,,,,,,"Prefix cache queries, in terms of number of queried tokens."
127.0.0.1:8101,counter,vllm:prompt_tokens,tokens,15188.0000,94.3786,,,,,0,,qwen,,,,,,,Number of prefill tokens processed.
127.0.0.1:8101,counter,vllm:prompt_tokens_cached,,0.0000,0.0000,,,,,0,,qwen,,,,,,,Number of cached prompt tokens (local + external).
127.0.0.1:8101,counter,vllm:spec_decode_num_accepted_tokens,tokens,44786.0000,278.3012,,,,,0,,qwen,,,,,,,Number of accepted tokens.
127.0.0.1:8101,counter,vllm:spec_decode_num_draft_tokens,tokens,107340.0000,667.0131,,,,,0,,qwen,,,,,,,Number of draft tokens.
127.0.0.1:8101,counter,vllm:spec_decode_num_drafts,,7156.0000,44.4675,,,,,0,,qwen,,,,,,,Number of spec decoding drafts.
127.0.0.1:8101,counter,vllm:prompt_tokens_by_source,,0.0000,0.0000,,,,,0,,qwen,,external_kv_transfer,,,,,Number of prompt tokens by source.
127.0.0.1:8101,counter,vllm:prompt_tokens_by_source,,0.0000,0.0000,,,,,0,,qwen,,local_cache_hit,,,,,Number of prompt tokens by source.
127.0.0.1:8101,counter,vllm:prompt_tokens_by_source,,15188.0000,94.3786,,,,,0,,qwen,,local_compute,,,,,Number of prompt tokens by source.
