# AIPerf Server Metrics Export (CSV)
# aiperf_version: 0.12.0
# schema_version: 1.0
# benchmark_id: 5fba2531caf2
# Note: Same benchmark_id and version appear in JSON and Parquet exports
#
Endpoint,Type,Metric,Unit,avg,min,max,std,p1,p5,p10,p25,p50,p75,p90,p95,p99,engine,model_name,reason,sleep_state,Description
127.0.0.1:8267,gauge,process_max_fds,,524288.0000,524288.0000,524288.0000,0.0000,524288.0000,524288.0000,524288.0000,524288.0000,524288.0000,524288.0000,524288.0000,524288.0000,524288.0000,,,,,Maximum number of open file descriptors.
127.0.0.1:8267,gauge,process_open_fds,,107.0000,107.0000,107.0000,0.0000,107.0000,107.0000,107.0000,107.0000,107.0000,107.0000,107.0000,107.0000,107.0000,,,,,Number of open file descriptors.
127.0.0.1:8267,gauge,process_resident_memory_bytes,bytes,1973126702.5455,1972985856.0000,1974484992.0000,345984.1386,1972985856.0000,1972985856.0000,1972985856.0000,1972985856.0000,1972985856.0000,1973174272.0000,1973174272.0000,1974026240.0000,1974484992.0000,,,,,Resident memory size in bytes.
127.0.0.1:8267,gauge,process_start_time_seconds,seconds,1789999022.1100,1789999022.1100,1789999022.1100,0.0000,1789999022.1100,1789999022.1100,1789999022.1100,1789999022.1100,1789999022.1100,1789999022.1100,1789999022.1100,1789999022.1100,1789999022.1100,,,,,Start time of the process since unix epoch in seconds.
127.0.0.1:8267,gauge,process_virtual_memory_bytes,bytes,54084073099.6364,54084067328.0000,54084083712.0000,7871.1330,54084067328.0000,54084067328.0000,54084067328.0000,54084067328.0000,54084067328.0000,54084083712.0000,54084083712.0000,54084083712.0000,54084083712.0000,,,,,Virtual memory size in bytes.
127.0.0.1:8267,gauge,vllm:kv_cache_usage_perc,ratio,0.0274,0.0000,0.0317,0.0106,0.0000,0.0000,0.0020,0.0317,0.0317,0.0317,0.0317,0.0317,0.0317,0,qwen,,,KV-cache usage. 1 means 100 percent usage.
127.0.0.1:8267,gauge,vllm:num_requests_running,requests,27.6705,0.0000,32.0000,10.6843,0.0000,0.0000,2.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,0,qwen,,,Number of requests in model execution batches.
127.0.0.1:8267,gauge,vllm:num_requests_waiting,requests,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,qwen,,,Number of requests waiting to be processed.
127.0.0.1:8267,gauge,vllm:engine_sleep_state,,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0,qwen,,awake,Engine sleep state; awake = 0 means engine is sleeping; awake = 1 means engine is awake; weights_offloaded = 1 means sleep level 1; discard_all = 1 means sleep level 2.
127.0.0.1:8267,gauge,vllm:engine_sleep_state,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,qwen,,discard_all,Engine sleep state; awake = 0 means engine is sleeping; awake = 1 means engine is awake; weights_offloaded = 1 means sleep level 1; discard_all = 1 means sleep level 2.
